Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
004-669-042-722-58X,World-Forming and Contemporary Art - Jean-Luc Nancy and Contemporary Art,2020-12-07,2020,book chapter,World-Forming and Contemporary Art,,Routledge,,Jessica Holtaway,,,,29,40,Art; Art history; Contemporary art,,,,,http://dx.doi.org/10.4324/9781003111023-3,http://dx.doi.org/10.4324/9781003111023-3,,10.4324/9781003111023-3,3108845090,,0,,0,false,,
004-817-215-979-781,"FEATURES OF THE PERCEPTION OF CONTEMPORARY ART BY A SCHOOL TEACHER: ASSESSMENTS, JUDGMENTS, LEVEL OF COMPETENCE",,2021,journal article,"Izvestiya of the Samara Science Centre of the Russian Academy of Sciences. Social, Humanitarian, Medicobiological Sciences",24139645,Samara Federal research center of the Russian Academy of Sciences,,I.A. Solovtsova; A.I. Shipitsyn,"<jats:p>The phenomenon of contemporary art is considered as the content basis of education. The reasons for the contradiction between the educational potential of works of contemporary art and their rare use by teachers for solving educational tasks are determined. The results of qualitative and quantitative analysis of questionnaire materials received from 227 teachers of General education organizations are presented. The article clarifies the concept of contemporary art as the art of the second half of the twentieth century and the present day, aimed at the study and interpretation of a complex, rapidly changing world using a variety of artistic and expressive means and languages, based on philosophical, psychological, socio-cultural concepts and new technologies; having the attributes of experimentation, non-canonicity, topicality, innovation, critical content. The prospects of introducing the results of the study into educational practice by increasing the level of knowledge of teachers about contemporary art are shown.The subject of the article - contemporary art as a meaningful basis for education. The main theme - to identify the possibilities of contemporary art in the education of schoolchildren. The work Purpose - to analyze the results of the survey, which allow us to judge the professional and personal position of teachers in relation to contemporary art, the level of their competence in the field of contemporary art and culture. Methodology of the work: qualitative analysis-hermeneutical and content analysis of visual material when working with works of contemporary art, interpretive and comparative analysis of respondents' assessments and judgments about contemporary art and its educational potential; quantitative method-statistical analysis of empirical data. Results: the analysis of examples of works of contemporary art used to solve educational and / or educational tasks revealed that teachers prefer to use works of art created at the end of the XX – first decades of the XXI century, continuing the classical tradition, as well as the most fashionable and relevant examples of mass culture in their work. Non-classical works of art are used by 10.6% of respondents. Scope of results is the educational space of the school and pedagogical University. Conclusions. Teachers are open to new experiences and are interested in using works of contemporary art to solve educational problems.</jats:p>",23,76,57,63,Competence (human resources); Psychology; Perception; Social psychology; Contemporary art,,,,,http://dx.doi.org/10.37313/2413-9645-2021-23-76-57-63,http://dx.doi.org/10.37313/2413-9645-2021-23-76-57-63,,10.37313/2413-9645-2021-23-76-57-63,3147856350,,0,,0,true,,gold
005-218-640-535-286,Introduction contemporary Southeast Asian Art: The right kind of trouble,,2011,journal article,Third Text,09528822; 14755297,Informa UK Limited,United Kingdom,Joan Kee,"In the past decade, contemporary art has become one of art history's most urgent questions. The question has special urgency in light of art's globalisation, a phenomenon that might be usefully analysed through the works identified as ‘Contemporary Southeast Asian art’. Compared with its East Asian counterparts, Southeast Asian art has been relatively invisible in discussions of contemporaneity, yet the circumstances of this lack of visibility have much to say about contemporary art. Moreover, the sheer complexity of art in this region possesses the capacity to complicate, and even to trouble how contemporary art is generally understood. Finally, this article defends the use of terms like ‘Southeast Asian art’, contending that the ideals embodied within contemporary art's ‘global turn’ can be effectively advanced through modes of regionalism that recognise the contingency of things.",25,4,371,381,Aesthetics; Gender studies; Globalization; Southeast asian; Phenomenon; Multiculturalism; Regionalism (international relations); East Asia; Contemporary art; History; Contingency,,,,,https://www.tandfonline.com/doi/full/10.1080/09528822.2011.587681,http://dx.doi.org/10.1080/09528822.2011.587681,,10.1080/09528822.2011.587681,1539524364,,0,,11,false,,
005-319-602-987-022,TIBETAN ART BETWEEN PAST AND PRESENT. DIALOGUE WITH THE PAST: AN OVERVIEW OF CONTEMPORARY TIBETAN ARTISTS,,2012,,,,,,Filippo Salviati,"Tibetan contemporary art is a relatively new phenomenon that has emerged mostly in the last decade, provoking a reconsideration of many long-held views about Tibet and its art. This article provides a general historic overview of the recent developments occurred in contemporary Tibetan art and is complemented by selected artists' statements which provide an 'insider look' on the major trends in Tibetan contemporary art.",84,,157,168,Art; Ancient history; History of art; Insider; Phenomenon; Art history; Anthropology of art; Contemporary art,,,,,,,,,2498779809,,0,,0,false,,
005-395-788-196-249,Guides: Contemporary Art: Aboriginal art,2011-01-12,2011,,,,,,Library Services team City West,,,,,,Art; Visual arts; Media arts; Contemporary art,,,,,,,,,2996283100,,0,,0,false,,
005-770-243-705-893,A Study on Scientific Conservation Treatment of Modern and Contemporary Relief Sculptures Based on Their Production Technique: A Case Study on 〈Shrimp〉 by Jin-kyu Kwon,2023-09-20,2023,journal article,Journal of Conservation Science,12255459; 22879781,The Korean Society of Conservation Science for Cultural Heritage,,Jeong Ah Shin; Hye Sun Park; Cham Hee Jung; Hee Hong Kwon,"This study described the preservation process of modern and contemporary relief sculpture and emphasized the importance of identification of the used materials through scientific analysis. &lt;Shrimp&gt; by Jin-kyu Kwon, was described as a “cement” object by the collection agency at the time of donation. However, in surface observation, it was assumed that various materials other than cement were used. Through scientific analysis and research, &lt;Shrimp&gt; was identified as cement work on gypsum plaster base. It was consistent with the production technique of Jin-kyu Kwon, who worked using ‘mixed media’ in the 1960s. Based on this, the material information of the work was corrected as ‘cement on gypsum(plaster)’ . Thus gypsum and cement were selected as conservation materials for the treatment. Considering this, a support frame was devised and applied in the conservation treatment of &lt;Shrimp&gt;. This study would present the possibility of selecting and applying suitable conservation treatment methods for modern and contemporary sculptures.",39,3,246,256,Sculpture; Shrimp; Gypsum; Cement; Agency (philosophy); Engineering; Art; Archaeology; Pulp and paper industry; Geography; Materials science; Sociology; Metallurgy; Ecology; Social science; Biology,Modern and contemporary; Relief sculpture; Production technique; Conservation treatment; Jin-kyu Kwon,,,National Museum of Modern and Contemporary Art,https://www.e-jcs.org/upload/pdf/JCS-2023-39-3-07.pdf https://doi.org/10.12654/jcs.2023.39.3.07,http://dx.doi.org/10.12654/jcs.2023.39.3.07,,10.12654/jcs.2023.39.3.07,,,0,064-831-837-198-16X,2,true,,bronze
005-962-059-331-496,"[Review of] e-flux journal What is Contemporary Art? + Lind a Velthuis (eds.), Contemporary Art and its commercial markets",,2012,journal article,Konsthistorisk Tidskrift/Journal of Art History,00233609; 16512294,Informa UK Limited,United Kingdom,Dan Karlholm,"[Review of] e-flux journal What is Contemporary Art? + Lind & Velthuis (eds.), Contemporary Art and its commercial markets",81,3,188,193,Art; Art history; Contemporary art,,,,,http://sh.diva-portal.org/smash/record.jsf?pid=diva2:584005 http://www.diva-portal.org/smash/record.jsf?pid=diva2:584005 https://www.tandfonline.com/doi/abs/10.1080/00233609.2012.680491,http://dx.doi.org/10.1080/00233609.2012.680491,,10.1080/00233609.2012.680491,2053447195,,0,,1,false,,
006-225-166-905-826,RESEARCH ON THE KEY CONSTITUENT COMPOSITION OF ART WORKS - CONTEMPORARY TREND,2024-12-30,2024,journal article,International Journal of Advanced Studies in Language and Communication,28327209; 28327195,Science and Innovation Center,,Lingzhi Lu,"<jats:p>From the perspective of art research and culture, this article analyzes the key significance of the composition of composition in contemporary art works, and carefully explores the innovation trends shown in form, functions and aesthetics in contemporary art situation. Through the in -depth interpretation of various contemporary art phenomena and works, it reveals how composition breaks through the traditional model with the influence of science and technology, the influence of social and cultural ideas, and the guidance of audience needs. Understand the essence of contemporary art creation and grasp its development direction to provide strong support.</jats:p>",7,2,34,43,Key (lock); Composition (language); Art; Computer science; Literature; Computer security,,,,,https://sic-publ.press/index.php/lc/article/download/252/209 https://doi.org/10.12731/ijaslc252,http://dx.doi.org/10.12731/ijaslc252,,10.12731/ijaslc252,,,0,,0,true,cc-by-nc-nd,gold
006-302-548-374-457,Contemporary Indian Art,,1985,,,,,,Gieve Patel; Thomas W. Sokolowski; Daniel Herwitz,,,,,,Indian art; Art; History of art; Art history; Anthropology of art; Contemporary art,,,,,,,,,347471218,,0,,0,false,,
006-528-658-622-88X,The Nude in Contemporary Art,,1999,,,,,,Jeanne Dunning,,,,,,Art; Art history; Contemporary art,,,,,https://www.scholars.northwestern.edu/en/publications/the-nude-in-contemporary-art,https://www.scholars.northwestern.edu/en/publications/the-nude-in-contemporary-art,,,2971611388,,0,,0,false,,
